"Too Faced, Hangover Pillow Balm, Ultra Hydrating & Nourishing Lip",Lip Balm,PETROLATUM  HYDROGENATED POLYISOBUTENE  BIS-DIGLYCERYL POLYACYLADIPATE-2  ETHYLENE/PROPYLENE/STYRENE COPOLYMER  OCTYLDODECANOL  POLYETHYLENE  VP/HEXADECENE COPOLYMER  TOCOPHERYL ACETATE  SODIUM HYALURONATE  BUTYROSPERMUM PARKII (SHEA) BUTTER  COCOS NUCIFERA (COCONUT) FRUIT JUICE  COCOS NUCIFERA (COCONUT) LIQUID ENDOSPERM  CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT  HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT  HORDEUM VULGARE (BARLEY) EXTRACTEXTRAIT D'ORGE  MANGIFERA INDICA (MANGO) SEED BUTTER  OLEA EUROPAEA (OLIVE) FRUIT OIL  PERSEA GRATISSIMA (AVOCADO) OIL  RICINUS COMMUNIS (CASTOR) SEED OIL  YOGURT POWDER  LACTOBACILLUS FERMENT  GLYCERIN  PHYTOSTEROLS  MENTHOL  POLYDECENE  PROPYLENE GLYCOL DICAPRATE  C12-15 ALKYL BENZOATE  WATERAQUAEAU  SORBITAN OLEATE  METEORITE POWDER  CHOLESTEROL  BUTYLENE/ETHYLENE/STYRENE COPOLYMER  SILICA  POLYGLYCERYL-10 HEPTAHYDROXYSTEARATE  HYDROGENATED CASTOR OIL  FLAVOR (AROMA)  SACCHARIN  BHT  TETRAHEXYLDECYL ASCORBATE  PHENOXYETHANOL  [+/- MICA  TITANIUM DIOXIDE (CI 77891)  IRON OXIDES (CI 77491)  IRON OXIDES (CI 77492)  IRON OXIDES (CI 77499)  BISMUTH OXYCHLORIDE (CI 77163)  BLUE 1 LAKE (CI 42090)  RED 6 (CI 15850)  RED 7 (CI 15850)  RED 21 (CI 45380)  RED 27 (CI 45410)  RED 28 (CI 45410)  RED 33 (CI 17200)  RED 6 LAKE (CI 15850)  RED 7 LAKE (CI 15850)  RED 21 LAKE (CI 45380)  RED 27 LAKE (CI 45410)  RED 28 LAKE (CI 45410)  RED 33 LAKE (CI 17200)  YELLOW 5 (CI 19140)  YELLOW 6 (CI 15985)  YELLOW 5 LAKE (CI 19140)  YELLOW 6 LAKE (CI 15985)],8
"Yves Saint Laurent Volupte Liquid Color Balm, 5 Watch Me Orange (2019",Lip Balm,Water  Prunus Armeniaca Kernel Oil/Apricot Kernel Oil  Bis-Diglyceryl Polyacyladipate-2  Phenyl Trimethicone  Polyglyceryl-3 Beeswax  Butyrospermum Parkii Butter/Shea Butter  Cyclohexasiloxane  Petrolatum  Cetyl PEG/PPG-10/1 Dimethicone  Macadamia Ternifolia Seed Oil  Glycerin  Hydrogenated Polyisobutene  Pentylene Glycol  Polyglyceryl-4 Isostearate  Ethylcellulose  Dimethicone  Propylene Glycol  Magnesium Sulfate  Disteardimonium Hectorite  Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate  Phenoxyethanol  Tocopheryl Acetate  Alumina  PEG/PPG-18/18 Dimethicone  Talc  Propylene Carbonate  Calcium Aluminum Borosilicate  Synthetic Fluorphlogopite  Cetyl Alcohol  Caprylyl Glycol  Disodium EDTA  Caprylic/Capric Triglyceride  Cocos Nucifera Fruit Juice/Coconut Fruit Juice  Sodium Lauryl Sulfate  Thylhexyl Hydroxystearate  Calcium Sodium Borosilicate  Sodium Hyaluronate  Sodium Saccharin  Passiflora Edulis Seed Oil  Disodium Stearoyl Glutamate  Magnesium Silicate  Coriandrum Sativum Fruit Oil/Coriander Fruit Oil  Simmondsia Chinensis Oil/ Jojoba Seed Oil  Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone  Isopropyl Titanium Triisostearate  Silica  Aluminum Hydroxide  Tin Oxide  Citric Acid  Punica Granatum Extract  Tocopherol  Sodium Benzoate  Potassium Sorbate  Fragrance  May Contain:Iron Oxides (Ci 77491  Ci 77492  Ci 77499)  Red 7 (Ci 15850)  Titanium Dioxide (Ci 77891)  Red 28 Lake (Ci 45410)  Red 22 Lake (Ci 45380)  Ultramarines (Ci 77007)  Bismuth Oxychloride (Ci 77163)  Yellow 6 Lake (Ci 15985)  Manganese Violet (Ci 77742)  Mica  Yellow 5 Lake (Ci 19140)  Barium Sulfate (Ci 77120)  Blue 1 Lake (Ci 42090)  Carmine (Ci 75470),2
"Yves Saint Laurent Volupte Liquid Color Balm, 4 Spy On Me Nude (2019",Lip Balm,Water  Prunus Armeniaca Kernel Oil/Apricot Kernel Oil  Bis-Diglyceryl Polyacyladipate-2  Phenyl Trimethicone  Polyglyceryl-3 Beeswax  Butyrospermum Parkii Butter/Shea Butter  Cyclohexasiloxane  Petrolatum  Cetyl PEG/PPG-10/1 Dimethicone  Macadamia Ternifolia Seed Oil  Glycerin  Hydrogenated Polyisobutene  Pentylene Glycol  Polyglyceryl-4 Isostearate  Ethylcellulose  Dimethicone  Propylene Glycol  Magnesium Sulfate  Disteardimonium Hectorite  Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate  Phenoxyethanol  Tocopheryl Acetate  Alumina  PEG/PPG-18/18 Dimethicone  Talc  Propylene Carbonate  Calcium Aluminum Borosilicate  Synthetic Fluorphlogopite  Cetyl Alcohol  Caprylyl Glycol  Disodium EDTA  Caprylic/Capric Triglyceride  Cocos Nucifera Fruit Juice/Coconut Fruit Juice  Sodium Lauryl Sulfate  Thylhexyl Hydroxystearate  Calcium Sodium Borosilicate  Sodium Hyaluronate  Sodium Saccharin  Passiflora Edulis Seed Oil  Disodium Stearoyl Glutamate  Magnesium Silicate  Coriandrum Sativum Fruit Oil/Coriander Fruit Oil  Simmondsia Chinensis Oil/ Jojoba Seed Oil  Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone  Isopropyl Titanium Triisostearate  Silica  Aluminum Hydroxide  Tin Oxide  Citric Acid  Punica Granatum Extract  Tocopherol  Sodium Benzoate  Potassium Sorbate  Fragrance  May Contain:Iron Oxides (Ci 77491  Ci 77492  Ci 77499)  Red 7 (Ci 15850)  Titanium Dioxide (Ci 77891)  Red 28 Lake (Ci 45410)  Red 22 Lake (Ci 45380)  Ultramarines (Ci 77007)  Bismuth Oxychloride (Ci 77163)  Yellow 6 Lake (Ci 15985)  Manganese Violet (Ci 77742)  Mica  Yellow 5 Lake (Ci 19140)  Barium Sulfate (Ci 77120)  Blue 1 Lake (Ci 42090)  Carmine (Ci 75470),2
"Yves Saint Laurent Volupte Liquid Color Balm, 3 Show Me Peach (2019",Lip Balm,Water  Prunus Armeniaca Kernel Oil/Apricot Kernel Oil  Bis-Diglyceryl Polyacyladipate-2  Phenyl Trimethicone  Polyglyceryl-3 Beeswax  Butyrospermum Parkii Butter/Shea Butter  Cyclohexasiloxane  Petrolatum  Cetyl PEG/PPG-10/1 Dimethicone  Macadamia Ternifolia Seed Oil  Glycerin  Hydrogenated Polyisobutene  Pentylene Glycol  Polyglyceryl-4 Isostearate  Ethylcellulose  Dimethicone  Propylene Glycol  Magnesium Sulfate  Disteardimonium Hectorite  Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate  Phenoxyethanol  Tocopheryl Acetate  Alumina  PEG/PPG-18/18 Dimethicone  Talc  Propylene Carbonate  Calcium Aluminum Borosilicate  Synthetic Fluorphlogopite  Cetyl Alcohol  Caprylyl Glycol  Disodium EDTA  Caprylic/Capric Triglyceride  Cocos Nucifera Fruit Juice/Coconut Fruit Juice  Sodium Lauryl Sulfate  Thylhexyl Hydroxystearate  Calcium Sodium Borosilicate  Sodium Hyaluronate  Sodium Saccharin  Passiflora Edulis Seed Oil  Disodium Stearoyl Glutamate  Magnesium Silicate  Coriandrum Sativum Fruit Oil/Coriander Fruit Oil  Simmondsia Chinensis Oil/ Jojoba Seed Oil  Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone  Isopropyl Titanium Triisostearate  Silica  Aluminum Hydroxide  Tin Oxide  Citric Acid  Punica Granatum Extract  Tocopherol  Sodium Benzoate  Potassium Sorbate  Fragrance  May Contain:Iron Oxides (Ci 77491  Ci 77492  Ci 77499)  Red 7 (Ci 15850)  Titanium Dioxide (Ci 77891)  Red 28 Lake (Ci 45410)  Red 22 Lake (Ci 45380)  Ultramarines (Ci 77007)  Bismuth Oxychloride (Ci 77163)  Yellow 6 Lake (Ci 15985)  Manganese Violet (Ci 77742)  Mica  Yellow 5 Lake (Ci 19140)  Barium Sulfate (Ci 77120)  Blue 1 Lake (Ci 42090)  Carmine (Ci 75470),2
"Yves Saint Laurent Volupte Liquid Color Balm, 2 Expose Me Rose (2019",Lip Balm,Water  Prunus Armeniaca Kernel Oil/Apricot Kernel Oil  Bis-Diglyceryl Polyacyladipate-2  Phenyl Trimethicone  Polyglyceryl-3 Beeswax  Butyrospermum Parkii Butter/Shea Butter  Cyclohexasiloxane  Petrolatum  Cetyl PEG/PPG-10/1 Dimethicone  Macadamia Ternifolia Seed Oil  Glycerin  Hydrogenated Polyisobutene  Pentylene Glycol  Polyglyceryl-4 Isostearate  Ethylcellulose  Dimethicone  Propylene Glycol  Magnesium Sulfate  Disteardimonium Hectorite  Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate  Phenoxyethanol  Tocopheryl Acetate  Alumina  PEG/PPG-18/18 Dimethicone  Talc  Propylene Carbonate  Calcium Aluminum Borosilicate  Synthetic Fluorphlogopite  Cetyl Alcohol  Caprylyl Glycol  Disodium EDTA  Caprylic/Capric Triglyceride  Cocos Nucifera Fruit Juice/Coconut Fruit Juice  Sodium Lauryl Sulfate  Thylhexyl Hydroxystearate  Calcium Sodium Borosilicate  Sodium Hyaluronate  Sodium Saccharin  Passiflora Edulis Seed Oil  Disodium Stearoyl Glutamate  Magnesium Silicate  Coriandrum Sativum Fruit Oil/Coriander Fruit Oil  Simmondsia Chinensis Oil/ Jojoba Seed Oil  Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone  Isopropyl Titanium Triisostearate  Silica  Aluminum Hydroxide  Tin Oxide  Citric Acid  Punica Granatum Extract  Tocopherol  Sodium Benzoate  Potassium Sorbate  Fragrance  May Contain:Iron Oxides (Ci 77491  Ci 77492  Ci 77499)  Red 7 (Ci 15850)  Titanium Dioxide (Ci 77891)  Red 28 Lake (Ci 45410)  Red 22 Lake (Ci 45380)  Ultramarines (Ci 77007)  Bismuth Oxychloride (Ci 77163)  Yellow 6 Lake (Ci 15985)  Manganese Violet (Ci 77742)  Mica  Yellow 5 Lake (Ci 19140)  Barium Sulfate (Ci 77120)  Blue 1 Lake (Ci 42090)  Carmine (Ci 75470),2
"Yves Saint Laurent Volupte Liquid Color Balm, 12 Chase Me Nude (2019",Lip Balm,Water  Prunus Armeniaca Kernel Oil/Apricot Kernel Oil  Bis-Diglyceryl Polyacyladipate-2  Phenyl Trimethicone  Polyglyceryl-3 Beeswax  Butyrospermum Parkii Butter/Shea Butter  Cyclohexasiloxane  Petrolatum  Cetyl PEG/PPG-10/1 Dimethicone  Macadamia Ternifolia Seed Oil  Glycerin  Hydrogenated Polyisobutene  Pentylene Glycol  Polyglyceryl-4 Isostearate  Ethylcellulose  Dimethicone  Propylene Glycol  Magnesium Sulfate  Disteardimonium Hectorite  Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate  Phenoxyethanol  Tocopheryl Acetate  Alumina  PEG/PPG-18/18 Dimethicone  Talc  Propylene Carbonate  Calcium Aluminum Borosilicate  Synthetic Fluorphlogopite  Cetyl Alcohol  Caprylyl Glycol  Disodium EDTA  Caprylic/Capric Triglyceride  Cocos Nucifera Fruit Juice/Coconut Fruit Juice  Sodium Lauryl Sulfate  Thylhexyl Hydroxystearate  Calcium Sodium Borosilicate  Sodium Hyaluronate  Sodium Saccharin  Passiflora Edulis Seed Oil  Disodium Stearoyl Glutamate  Magnesium Silicate  Coriandrum Sativum Fruit Oil/Coriander Fruit Oil  Simmondsia Chinensis Oil/ Jojoba Seed Oil  Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone  Isopropyl Titanium Triisostearate  Silica  Aluminum Hydroxide  Tin Oxide  Citric Acid  Punica Granatum Extract  Tocopherol  Sodium Benzoate  Potassium Sorbate  Fragrance  May Contain:Iron Oxides (Ci 77491  Ci 77492  Ci 77499)  Red 7 (Ci 15850)  Titanium Dioxide (Ci 77891)  Red 28 Lake (Ci 45410)  Red 22 Lake (Ci 45380)  Ultramarines (Ci 77007)  Bismuth Oxychloride (Ci 77163)  Yellow 6 Lake (Ci 15985)  Manganese Violet (Ci 77742)  Mica  Yellow 5 Lake (Ci 19140)  Barium Sulfate (Ci 77120)  Blue 1 Lake (Ci 42090)  Carmine (Ci 75470),2
"Yves Saint Laurent Volupte Liquid Color Balm, 11 Hook Me Berry (2019",Lip Balm,Water  Prunus Armeniaca Kernel Oil/Apricot Kernel Oil  Bis-Diglyceryl Polyacyladipate-2  Phenyl Trimethicone  Polyglyceryl-3 Beeswax  Butyrospermum Parkii Butter/Shea Butter  Cyclohexasiloxane  Petrolatum  Cetyl PEG/PPG-10/1 Dimethicone  Macadamia Ternifolia Seed Oil  Glycerin  Hydrogenated Polyisobutene  Pentylene Glycol  Polyglyceryl-4 Isostearate  Ethylcellulose  Dimethicone  Propylene Glycol  Magnesium Sulfate  Disteardimonium Hectorite  Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate  Phenoxyethanol  Tocopheryl Acetate  Alumina  PEG/PPG-18/18 Dimethicone  Talc  Propylene Carbonate  Calcium Aluminum Borosilicate  Synthetic Fluorphlogopite  Cetyl Alcohol  Caprylyl Glycol  Disodium EDTA  Caprylic/Capric Triglyceride  Cocos Nucifera Fruit Juice/Coconut Fruit Juice  Sodium Lauryl Sulfate  Thylhexyl Hydroxystearate  Calcium Sodium Borosilicate  Sodium Hyaluronate  Sodium Saccharin  Passiflora Edulis Seed Oil  Disodium Stearoyl Glutamate  Magnesium Silicate  Coriandrum Sativum Fruit Oil/Coriander Fruit Oil  Simmondsia Chinensis Oil/ Jojoba Seed Oil  Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone  Isopropyl Titanium Triisostearate  Silica  Aluminum Hydroxide  Tin Oxide  Citric Acid  Punica Granatum Extract  Tocopherol  Sodium Benzoate  Potassium Sorbate  Fragrance  May Contain:Iron Oxides (Ci 77491  Ci 77492  Ci 77499)  Red 7 (Ci 15850)  Titanium Dioxide (Ci 77891)  Red 28 Lake (Ci 45410)  Red 22 Lake (Ci 45380)  Ultramarines (Ci 77007)  Bismuth Oxychloride (Ci 77163)  Yellow 6 Lake (Ci 15985)  Manganese Violet (Ci 77742)  Mica  Yellow 5 Lake (Ci 19140)  Barium Sulfate (Ci 77120)  Blue 1 Lake (Ci 42090)  Carmine (Ci 75470),2
"Yves Saint Laurent Volupte Liquid Color Balm, 10 Devour Me Plum (2019",Lip Balm,Water  Prunus Armeniaca Kernel Oil/Apricot Kernel Oil  Bis-Diglyceryl Polyacyladipate-2  Phenyl Trimethicone  Polyglyceryl-3 Beeswax  Butyrospermum Parkii Butter/Shea Butter  Cyclohexasiloxane  Petrolatum  Cetyl PEG/PPG-10/1 Dimethicone  Macadamia Ternifolia Seed Oil  Glycerin  Hydrogenated Polyisobutene  Pentylene Glycol  Polyglyceryl-4 Isostearate  Ethylcellulose  Dimethicone  Propylene Glycol  Magnesium Sulfate  Disteardimonium Hectorite  Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate  Phenoxyethanol  Tocopheryl Acetate  Alumina  PEG/PPG-18/18 Dimethicone  Talc  Propylene Carbonate  Calcium Aluminum Borosilicate  Synthetic Fluorphlogopite  Cetyl Alcohol  Caprylyl Glycol  Disodium EDTA  Caprylic/Capric Triglyceride  Cocos Nucifera Fruit Juice/Coconut Fruit Juice  Sodium Lauryl Sulfate  Thylhexyl Hydroxystearate  Calcium Sodium Borosilicate  Sodium Hyaluronate  Sodium Saccharin  Passiflora Edulis Seed Oil  Disodium Stearoyl Glutamate  Magnesium Silicate  Coriandrum Sativum Fruit Oil/Coriander Fruit Oil  Simmondsia Chinensis Oil/ Jojoba Seed Oil  Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone  Isopropyl Titanium Triisostearate  Silica  Aluminum Hydroxide  Tin Oxide  Citric Acid  Punica Granatum Extract  Tocopherol  Sodium Benzoate  Potassium Sorbate  Fragrance  May Contain:Iron Oxides (Ci 77491  Ci 77492  Ci 77499)  Red 7 (Ci 15850)  Titanium Dioxide (Ci 77891)  Red 28 Lake (Ci 45410)  Red 22 Lake (Ci 45380)  Ultramarines (Ci 77007)  Bismuth Oxychloride (Ci 77163)  Yellow 6 Lake (Ci 15985)  Manganese Violet (Ci 77742)  Mica  Yellow 5 Lake (Ci 19140)  Barium Sulfate (Ci 77120)  Blue 1 Lake (Ci 42090)  Carmine (Ci 75470),2
"Yuni Chillax Muscle Recovery Gel Cools, Soothes Sore Spots & Tension With",Body Firming Lotion,WATER  ALOE BARBADENSIS LEAF JUICE  GLYCERIN  MENTHOL  MENTHA PIPERITA (PEPPERMINT) OIL  GLYCERYL STEARATE SE  CETEARYL OLIVATE  SORBITAN OLIVATE  ARNICA MONTANA FLOWER EXTRACT  CAPSICUM FRUTESCENS FRUIT EXTRACT  CAMELLIA SINENSIS LEAF EXTRACT  EUCALYPTUS GLOBULUS LEAF OIL  LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL  ARGININE  CAPRYLIC/CAPRIC TRIGLYCERIDE  TOCOPHERYL ACETATE  MENTHYL LACTATE  CARBOMER  FRAGRANCE*  GLUCONOLACTONE  SODIUM BENZOATE  LIMONENE**  COUMARIN**  GERANIOL**  LINALOOL**  BENZYL BENZOATE**  CITRAL**  GERANIOL**  HYDROXYCITRONELLAL**.,2
Yuni Beauty Chillax Muscle Recovery Gel (2020 formulation) Rating,Muscle/Joint Soreness,Water  Aloe Barbadensis Leaf Juice  Glycerin  Menthol  Mentha Piperita (Peppermint) Oil  Glyceryl Stearate SE  Cetearyl Olivate  Sorbitan Olivate  Arnica Montana Flower Extract  Capsicum Frutescens Fruit Extract  Camellia Sinensis Leaf Extract  Eucalyptus Globulus Leaf Oil  Lavandula Angustifolia (Lavender) Oil  Arginine  Caprylic/Capric Triglyceride  Tocopheryl Acetate  Menthyl Lactate  Carbomer  Fragrance  Gluconolactone  Sodium Benzoate.,2
Yu-Be Moisturizing Skin Cream Rating,Lip Balm,GLYCERIN  AQUA (WATER)  ISOPROPYL MYRISTATE  STEARIC ACID  GLYCERYL STEARATE SE  TRIETHANOLAMINE  TOCOPHERYL ACETATE  GLYCYRRHETINIC ACID  CAMPHOR  RIBOFLAVIN  HYDROGENATED COCO-GLYCERIDES  STEARYL ALCOHOL  POLYSORBATE 80  DISODIUM EDTA  ASCORBIC ACID  SODIUM HYALURONATE.,2
Young Living Thieves Waterless Hand Purifier (2019 formulation) Rating,Hand Sanitizer,"Denatured alcohol 
Water 
Aloe barbadensis leaf powder 
Glycerin 
Hydroxypropyl cellulose 
Mentha piperita (Peppermint) oil 
Eugenia caryophyllus (Clove) bud oil 
Citrus limon (Lemon) peel oil 
Eucalyptus radiata leaf oil 
Rosmarinus officinalis (Rosemary) leaf oil 
Cinnamomum zeylanicum (Cinnamon) bark oil",2
"Young Living Thieves Toothpaste, Dentarome Ultra (2019 formulation)",Toothpaste,"Calcium carbonate 
Water 
Zinc oxide 
Xylitol 
Glycerin 
Xanthan gum 
Lecithin  Mentha piperita (Peppermint) oil 
Caprylic/capric triglyceride 
Papain 
Zinc citrate 
Eugenia caryophyllus (Clove) bud oil 
Stevioside  Thymus vulgaris (Thyme) oil 
Eucalyptus globulus leaf/twig oil 
Citrus limon (Lemon) peel oil 
Cinnamomum zeylanicum (Cinnamon) bark oil 
Gaultheria procumbens (Wintergreen) leaf oil 
Eucalyptus radiata leaf oil 
Rosmarinus officinalis (Rosemary) leaf oil 
Tocopherol",2
"Young Living Thieves Toothpaste, AromaBright (2019 formulation) Rating",Toothpaste,Water  Calcium carbonate  Cocos nucifera (Coconut) oil  Sodium bicarbonate  Glycerin  Xylitol  Xanthum gum  Mentha piperita (Peppermint) oil  Mentha spicata (Spearmint) leaf oil  Stevia rebaudiana leaf extract  Lecithin  Eugenia caryophyllus (Clove) bud oil  Ocotea quixos (Ocotea) leaf oil  Cinnamomum verum (Cinnamon) Bark oil  Citrus limon (Lemon) peel oil  Eucalyptus Radiata leaf oil  Rosmarinus officinalis (Rosemary) leaf oil,2
Young Living LavaMint Softening Foot Scrub (2019 formulation) Rating,Foot Moisturizer,Caprylic/capric triglyceride  Glycerin  Squalane  Water  Polyglyceryl-10 laurate  Diatomaceous earth  Cocos nucifera (Coconut) shell powder  Leuconostoc/radish root ferment filtrate  Volcanic sand  Pumice  Mentha piperita (Peppermint) oil  Lavandula angustifolia (Lavender) oil  Mentha spicata (Spearmint) leaf extract,2
Young Living KidScents Slique Toothpaste (2019 formulation) Rating,Toothpaste,Water  Calcium carbonate  Cocos nucifera (Coconut) oil  Sodium bicarbonate  Glycerin*  Xylitol  Xanthum gum  Citrus paradise (Grapefruit) peel oil  Stevia rebaudiana leaf extract  Citrus reticulate (Tangerine) oil  Mentha spicata (Spearmint) leaf oil  Citrus limon (Lemon) peel oil  Lecithin*  Ocotea quixos (Ocotea) leaf oil  Eugenia caryophyllus (Clove) bud oil  Cinnamomum zeylanicum (Cinnamon) bark oil  Eucalyptus radiate leaf oil  Rosmarinus officinalis (Rosemary) leaf oil.,2
"Young Living Foaming Hand Soap, Lavender (2019 formulation) Rating",Liquid Hand Soap,Water  Decyl Glucoside  Cocomidopropyl Hydroxysultaine  Lavandula Angustifolia (Lavender) oil  Commipihora Myrrha (Myrrh) resin oil  Camellia Sinensis (Green Tea) Leaf Extract  Retinyl Palmitate (Vitamin A)  Aloe Barbadensis (Aloe Vera) Leaf Juice  Citrus Limon (Lemon) oil  p-Anisic  Tocopheryl Acetate (Vitamin E)  Ginkgo Biloba Leaf Extract  Glycerin  Citric Acid  Levulinic Acid  Phytic Acid  Cetyl Hydroxyethylcellulose  Sodium Hydroxide  and Potassium Sorbate.,2
Yesto PrimRose Oil Coriander Liquid Hand Soap (2019 formulation) Rating,Liquid Hand Soap,WATER (AQUA)  COCAMIDOPROPYL BETAINE  SODIUM COCO-SULFATE  GLYCERIN  OENOTHERA BIENNIS (EVENING PRIMROSE) OIL  CORIANDRUM SATIVUM (CORIANDER) LEAF EXTRACT  GLYCERYL UNDECYLENATE  GLYCERYL CAPRYLATE  SODIUM CHLORIDE  GLYCOL STEARATE  TETRASODIUM GLUTAMATE DIACETATE  CITRIC ACID  POTASSIUM SORBATE  SODIUM BENZOATE  PHENOXYETHANOL  FRAGRANCE (PARFUM)  BENZYL BENZOATE  CITRONELLOL  GERANIOL  HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE  LIMONENE  LINALOOL.,2
